"d_date_id";"full_date";"date_name";"date_name_us";"date_name_eu";"day_of_week";"day_name_of_week";"day_of_month";"day_of_year";"weekday_weekend";"week_of_year";"month_name";"month_of_year";"is_last_day_of_month";"calendar_quarter";"calendar_year";"calendar_year_month";"calendar_year_qtr";"fiscal_month_of_year";"fiscal_quarter";"fiscal_year";"fiscal_year_month";"fiscal_year_qtr"
20180130;"2018-01-30";"2018/01/30";"01/30/2018";"30/01/2018";3;"Tuesday";30;30;"Weekday";5;"January";1;"N";1;2018;"2018-01";"2018Q1";7;3;2018;"2018-07";"2018Q3"
20180131;"2018-01-31";"2018/01/31";"01/31/2018";"31/01/2018";4;"Wednesday";31;31;"Weekday";5;"January";1;"Y";1;2018;"2018-01";"2018Q1";7;3;2018;"2018-07";"2018Q3"
20180201;"2018-02-01";"2018/02/01";"02/01/2018";"01/02/2018";5;"Thursday";1;32;"Weekday";5;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180202;"2018-02-02";"2018/02/02";"02/02/2018";"02/02/2018";6;"Friday";2;33;"Weekday";5;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180203;"2018-02-03";"2018/02/03";"02/03/2018";"03/02/2018";7;"Saturday";3;34;"Weekend";5;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180204;"2018-02-04";"2018/02/04";"02/04/2018";"04/02/2018";1;"Sunday";4;35;"Weekend";5;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180205;"2018-02-05";"2018/02/05";"02/05/2018";"05/02/2018";2;"Monday";5;36;"Weekday";6;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180206;"2018-02-06";"2018/02/06";"02/06/2018";"06/02/2018";3;"Tuesday";6;37;"Weekday";6;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180207;"2018-02-07";"2018/02/07";"02/07/2018";"07/02/2018";4;"Wednesday";7;38;"Weekday";6;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180208;"2018-02-08";"2018/02/08";"02/08/2018";"08/02/2018";5;"Thursday";8;39;"Weekday";6;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180209;"2018-02-09";"2018/02/09";"02/09/2018";"09/02/2018";6;"Friday";9;40;"Weekday";6;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180210;"2018-02-10";"2018/02/10";"02/10/2018";"10/02/2018";7;"Saturday";10;41;"Weekend";6;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180211;"2018-02-11";"2018/02/11";"02/11/2018";"11/02/2018";1;"Sunday";11;42;"Weekend";6;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180212;"2018-02-12";"2018/02/12";"02/12/2018";"12/02/2018";2;"Monday";12;43;"Weekday";7;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180213;"2018-02-13";"2018/02/13";"02/13/2018";"13/02/2018";3;"Tuesday";13;44;"Weekday";7;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180214;"2018-02-14";"2018/02/14";"02/14/2018";"14/02/2018";4;"Wednesday";14;45;"Weekday";7;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180215;"2018-02-15";"2018/02/15";"02/15/2018";"15/02/2018";5;"Thursday";15;46;"Weekday";7;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180216;"2018-02-16";"2018/02/16";"02/16/2018";"16/02/2018";6;"Friday";16;47;"Weekday";7;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180217;"2018-02-17";"2018/02/17";"02/17/2018";"17/02/2018";7;"Saturday";17;48;"Weekend";7;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180218;"2018-02-18";"2018/02/18";"02/18/2018";"18/02/2018";1;"Sunday";18;49;"Weekend";7;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180219;"2018-02-19";"2018/02/19";"02/19/2018";"19/02/2018";2;"Monday";19;50;"Weekday";8;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180220;"2018-02-20";"2018/02/20";"02/20/2018";"20/02/2018";3;"Tuesday";20;51;"Weekday";8;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180221;"2018-02-21";"2018/02/21";"02/21/2018";"21/02/2018";4;"Wednesday";21;52;"Weekday";8;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180222;"2018-02-22";"2018/02/22";"02/22/2018";"22/02/2018";5;"Thursday";22;53;"Weekday";8;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180223;"2018-02-23";"2018/02/23";"02/23/2018";"23/02/2018";6;"Friday";23;54;"Weekday";8;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180224;"2018-02-24";"2018/02/24";"02/24/2018";"24/02/2018";7;"Saturday";24;55;"Weekend";8;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180225;"2018-02-25";"2018/02/25";"02/25/2018";"25/02/2018";1;"Sunday";25;56;"Weekend";8;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180226;"2018-02-26";"2018/02/26";"02/26/2018";"26/02/2018";2;"Monday";26;57;"Weekday";9;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180227;"2018-02-27";"2018/02/27";"02/27/2018";"27/02/2018";3;"Tuesday";27;58;"Weekday";9;"February";2;"N";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180228;"2018-02-28";"2018/02/28";"02/28/2018";"28/02/2018";4;"Wednesday";28;59;"Weekday";9;"February";2;"Y";1;2018;"2018-02";"2018Q1";8;3;2018;"2018-08";"2018Q3"
20180301;"2018-03-01";"2018/03/01";"03/01/2018";"01/03/2018";5;"Thursday";1;60;"Weekday";9;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180302;"2018-03-02";"2018/03/02";"03/02/2018";"02/03/2018";6;"Friday";2;61;"Weekday";9;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180303;"2018-03-03";"2018/03/03";"03/03/2018";"03/03/2018";7;"Saturday";3;62;"Weekend";9;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180304;"2018-03-04";"2018/03/04";"03/04/2018";"04/03/2018";1;"Sunday";4;63;"Weekend";9;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180305;"2018-03-05";"2018/03/05";"03/05/2018";"05/03/2018";2;"Monday";5;64;"Weekday";10;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180306;"2018-03-06";"2018/03/06";"03/06/2018";"06/03/2018";3;"Tuesday";6;65;"Weekday";10;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180307;"2018-03-07";"2018/03/07";"03/07/2018";"07/03/2018";4;"Wednesday";7;66;"Weekday";10;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180308;"2018-03-08";"2018/03/08";"03/08/2018";"08/03/2018";5;"Thursday";8;67;"Weekday";10;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180309;"2018-03-09";"2018/03/09";"03/09/2018";"09/03/2018";6;"Friday";9;68;"Weekday";10;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180310;"2018-03-10";"2018/03/10";"03/10/2018";"10/03/2018";7;"Saturday";10;69;"Weekend";10;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180311;"2018-03-11";"2018/03/11";"03/11/2018";"11/03/2018";1;"Sunday";11;70;"Weekend";10;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180312;"2018-03-12";"2018/03/12";"03/12/2018";"12/03/2018";2;"Monday";12;71;"Weekday";11;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180313;"2018-03-13";"2018/03/13";"03/13/2018";"13/03/2018";3;"Tuesday";13;72;"Weekday";11;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180314;"2018-03-14";"2018/03/14";"03/14/2018";"14/03/2018";4;"Wednesday";14;73;"Weekday";11;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180315;"2018-03-15";"2018/03/15";"03/15/2018";"15/03/2018";5;"Thursday";15;74;"Weekday";11;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180316;"2018-03-16";"2018/03/16";"03/16/2018";"16/03/2018";6;"Friday";16;75;"Weekday";11;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180317;"2018-03-17";"2018/03/17";"03/17/2018";"17/03/2018";7;"Saturday";17;76;"Weekend";11;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180318;"2018-03-18";"2018/03/18";"03/18/2018";"18/03/2018";1;"Sunday";18;77;"Weekend";11;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180319;"2018-03-19";"2018/03/19";"03/19/2018";"19/03/2018";2;"Monday";19;78;"Weekday";12;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180320;"2018-03-20";"2018/03/20";"03/20/2018";"20/03/2018";3;"Tuesday";20;79;"Weekday";12;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180321;"2018-03-21";"2018/03/21";"03/21/2018";"21/03/2018";4;"Wednesday";21;80;"Weekday";12;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180322;"2018-03-22";"2018/03/22";"03/22/2018";"22/03/2018";5;"Thursday";22;81;"Weekday";12;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180323;"2018-03-23";"2018/03/23";"03/23/2018";"23/03/2018";6;"Friday";23;82;"Weekday";12;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180324;"2018-03-24";"2018/03/24";"03/24/2018";"24/03/2018";7;"Saturday";24;83;"Weekend";12;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180325;"2018-03-25";"2018/03/25";"03/25/2018";"25/03/2018";1;"Sunday";25;84;"Weekend";12;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180326;"2018-03-26";"2018/03/26";"03/26/2018";"26/03/2018";2;"Monday";26;85;"Weekday";13;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180327;"2018-03-27";"2018/03/27";"03/27/2018";"27/03/2018";3;"Tuesday";27;86;"Weekday";13;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180328;"2018-03-28";"2018/03/28";"03/28/2018";"28/03/2018";4;"Wednesday";28;87;"Weekday";13;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180329;"2018-03-29";"2018/03/29";"03/29/2018";"29/03/2018";5;"Thursday";29;88;"Weekday";13;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180330;"2018-03-30";"2018/03/30";"03/30/2018";"30/03/2018";6;"Friday";30;89;"Weekday";13;"March";3;"N";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180331;"2018-03-31";"2018/03/31";"03/31/2018";"31/03/2018";7;"Saturday";31;90;"Weekend";13;"March";3;"Y";1;2018;"2018-03";"2018Q1";9;3;2018;"2018-09";"2018Q3"
20180401;"2018-04-01";"2018/04/01";"04/01/2018";"01/04/2018";1;"Sunday";1;91;"Weekend";13;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180402;"2018-04-02";"2018/04/02";"04/02/2018";"02/04/2018";2;"Monday";2;92;"Weekday";14;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180403;"2018-04-03";"2018/04/03";"04/03/2018";"03/04/2018";3;"Tuesday";3;93;"Weekday";14;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180404;"2018-04-04";"2018/04/04";"04/04/2018";"04/04/2018";4;"Wednesday";4;94;"Weekday";14;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180405;"2018-04-05";"2018/04/05";"04/05/2018";"05/04/2018";5;"Thursday";5;95;"Weekday";14;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180406;"2018-04-06";"2018/04/06";"04/06/2018";"06/04/2018";6;"Friday";6;96;"Weekday";14;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180407;"2018-04-07";"2018/04/07";"04/07/2018";"07/04/2018";7;"Saturday";7;97;"Weekend";14;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180408;"2018-04-08";"2018/04/08";"04/08/2018";"08/04/2018";1;"Sunday";8;98;"Weekend";14;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180409;"2018-04-09";"2018/04/09";"04/09/2018";"09/04/2018";2;"Monday";9;99;"Weekday";15;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180410;"2018-04-10";"2018/04/10";"04/10/2018";"10/04/2018";3;"Tuesday";10;100;"Weekday";15;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180411;"2018-04-11";"2018/04/11";"04/11/2018";"11/04/2018";4;"Wednesday";11;101;"Weekday";15;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180412;"2018-04-12";"2018/04/12";"04/12/2018";"12/04/2018";5;"Thursday";12;102;"Weekday";15;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180413;"2018-04-13";"2018/04/13";"04/13/2018";"13/04/2018";6;"Friday";13;103;"Weekday";15;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180414;"2018-04-14";"2018/04/14";"04/14/2018";"14/04/2018";7;"Saturday";14;104;"Weekend";15;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180415;"2018-04-15";"2018/04/15";"04/15/2018";"15/04/2018";1;"Sunday";15;105;"Weekend";15;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180416;"2018-04-16";"2018/04/16";"04/16/2018";"16/04/2018";2;"Monday";16;106;"Weekday";16;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180417;"2018-04-17";"2018/04/17";"04/17/2018";"17/04/2018";3;"Tuesday";17;107;"Weekday";16;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180418;"2018-04-18";"2018/04/18";"04/18/2018";"18/04/2018";4;"Wednesday";18;108;"Weekday";16;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180419;"2018-04-19";"2018/04/19";"04/19/2018";"19/04/2018";5;"Thursday";19;109;"Weekday";16;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180420;"2018-04-20";"2018/04/20";"04/20/2018";"20/04/2018";6;"Friday";20;110;"Weekday";16;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180421;"2018-04-21";"2018/04/21";"04/21/2018";"21/04/2018";7;"Saturday";21;111;"Weekend";16;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180422;"2018-04-22";"2018/04/22";"04/22/2018";"22/04/2018";1;"Sunday";22;112;"Weekend";16;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180423;"2018-04-23";"2018/04/23";"04/23/2018";"23/04/2018";2;"Monday";23;113;"Weekday";17;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180424;"2018-04-24";"2018/04/24";"04/24/2018";"24/04/2018";3;"Tuesday";24;114;"Weekday";17;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180425;"2018-04-25";"2018/04/25";"04/25/2018";"25/04/2018";4;"Wednesday";25;115;"Weekday";17;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180426;"2018-04-26";"2018/04/26";"04/26/2018";"26/04/2018";5;"Thursday";26;116;"Weekday";17;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180427;"2018-04-27";"2018/04/27";"04/27/2018";"27/04/2018";6;"Friday";27;117;"Weekday";17;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180428;"2018-04-28";"2018/04/28";"04/28/2018";"28/04/2018";7;"Saturday";28;118;"Weekend";17;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180429;"2018-04-29";"2018/04/29";"04/29/2018";"29/04/2018";1;"Sunday";29;119;"Weekend";17;"April";4;"N";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180430;"2018-04-30";"2018/04/30";"04/30/2018";"30/04/2018";2;"Monday";30;120;"Weekday";18;"April";4;"Y";2;2018;"2018-04";"2018Q2";10;4;2018;"2018-10";"2018Q4"
20180501;"2018-05-01";"2018/05/01";"05/01/2018";"01/05/2018";3;"Tuesday";1;121;"Weekday";18;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180502;"2018-05-02";"2018/05/02";"05/02/2018";"02/05/2018";4;"Wednesday";2;122;"Weekday";18;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180503;"2018-05-03";"2018/05/03";"05/03/2018";"03/05/2018";5;"Thursday";3;123;"Weekday";18;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180504;"2018-05-04";"2018/05/04";"05/04/2018";"04/05/2018";6;"Friday";4;124;"Weekday";18;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180505;"2018-05-05";"2018/05/05";"05/05/2018";"05/05/2018";7;"Saturday";5;125;"Weekend";18;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180506;"2018-05-06";"2018/05/06";"05/06/2018";"06/05/2018";1;"Sunday";6;126;"Weekend";18;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180507;"2018-05-07";"2018/05/07";"05/07/2018";"07/05/2018";2;"Monday";7;127;"Weekday";19;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180508;"2018-05-08";"2018/05/08";"05/08/2018";"08/05/2018";3;"Tuesday";8;128;"Weekday";19;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180509;"2018-05-09";"2018/05/09";"05/09/2018";"09/05/2018";4;"Wednesday";9;129;"Weekday";19;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180510;"2018-05-10";"2018/05/10";"05/10/2018";"10/05/2018";5;"Thursday";10;130;"Weekday";19;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180511;"2018-05-11";"2018/05/11";"05/11/2018";"11/05/2018";6;"Friday";11;131;"Weekday";19;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180512;"2018-05-12";"2018/05/12";"05/12/2018";"12/05/2018";7;"Saturday";12;132;"Weekend";19;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180513;"2018-05-13";"2018/05/13";"05/13/2018";"13/05/2018";1;"Sunday";13;133;"Weekend";19;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180514;"2018-05-14";"2018/05/14";"05/14/2018";"14/05/2018";2;"Monday";14;134;"Weekday";20;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180515;"2018-05-15";"2018/05/15";"05/15/2018";"15/05/2018";3;"Tuesday";15;135;"Weekday";20;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180516;"2018-05-16";"2018/05/16";"05/16/2018";"16/05/2018";4;"Wednesday";16;136;"Weekday";20;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180517;"2018-05-17";"2018/05/17";"05/17/2018";"17/05/2018";5;"Thursday";17;137;"Weekday";20;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180518;"2018-05-18";"2018/05/18";"05/18/2018";"18/05/2018";6;"Friday";18;138;"Weekday";20;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180519;"2018-05-19";"2018/05/19";"05/19/2018";"19/05/2018";7;"Saturday";19;139;"Weekend";20;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180520;"2018-05-20";"2018/05/20";"05/20/2018";"20/05/2018";1;"Sunday";20;140;"Weekend";20;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180521;"2018-05-21";"2018/05/21";"05/21/2018";"21/05/2018";2;"Monday";21;141;"Weekday";21;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180522;"2018-05-22";"2018/05/22";"05/22/2018";"22/05/2018";3;"Tuesday";22;142;"Weekday";21;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180523;"2018-05-23";"2018/05/23";"05/23/2018";"23/05/2018";4;"Wednesday";23;143;"Weekday";21;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180524;"2018-05-24";"2018/05/24";"05/24/2018";"24/05/2018";5;"Thursday";24;144;"Weekday";21;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180525;"2018-05-25";"2018/05/25";"05/25/2018";"25/05/2018";6;"Friday";25;145;"Weekday";21;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180526;"2018-05-26";"2018/05/26";"05/26/2018";"26/05/2018";7;"Saturday";26;146;"Weekend";21;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180527;"2018-05-27";"2018/05/27";"05/27/2018";"27/05/2018";1;"Sunday";27;147;"Weekend";21;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180528;"2018-05-28";"2018/05/28";"05/28/2018";"28/05/2018";2;"Monday";28;148;"Weekday";22;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180529;"2018-05-29";"2018/05/29";"05/29/2018";"29/05/2018";3;"Tuesday";29;149;"Weekday";22;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180530;"2018-05-30";"2018/05/30";"05/30/2018";"30/05/2018";4;"Wednesday";30;150;"Weekday";22;"May";5;"N";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180531;"2018-05-31";"2018/05/31";"05/31/2018";"31/05/2018";5;"Thursday";31;151;"Weekday";22;"May";5;"Y";2;2018;"2018-05";"2018Q2";11;4;2018;"2018-11";"2018Q4"
20180601;"2018-06-01";"2018/06/01";"06/01/2018";"01/06/2018";6;"Friday";1;152;"Weekday";22;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180602;"2018-06-02";"2018/06/02";"06/02/2018";"02/06/2018";7;"Saturday";2;153;"Weekend";22;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180603;"2018-06-03";"2018/06/03";"06/03/2018";"03/06/2018";1;"Sunday";3;154;"Weekend";22;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180604;"2018-06-04";"2018/06/04";"06/04/2018";"04/06/2018";2;"Monday";4;155;"Weekday";23;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180605;"2018-06-05";"2018/06/05";"06/05/2018";"05/06/2018";3;"Tuesday";5;156;"Weekday";23;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180606;"2018-06-06";"2018/06/06";"06/06/2018";"06/06/2018";4;"Wednesday";6;157;"Weekday";23;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180607;"2018-06-07";"2018/06/07";"06/07/2018";"07/06/2018";5;"Thursday";7;158;"Weekday";23;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180608;"2018-06-08";"2018/06/08";"06/08/2018";"08/06/2018";6;"Friday";8;159;"Weekday";23;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180609;"2018-06-09";"2018/06/09";"06/09/2018";"09/06/2018";7;"Saturday";9;160;"Weekend";23;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180610;"2018-06-10";"2018/06/10";"06/10/2018";"10/06/2018";1;"Sunday";10;161;"Weekend";23;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180611;"2018-06-11";"2018/06/11";"06/11/2018";"11/06/2018";2;"Monday";11;162;"Weekday";24;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
20180612;"2018-06-12";"2018/06/12";"06/12/2018";"12/06/2018";3;"Tuesday";12;163;"Weekday";24;"June";6;"N";2;2018;"2018-06";"2018Q2";12;4;2018;"2018-12";"2018Q4"
